model_type,training_step,mean_reward,std_reward,success_rate,collision_rate,mean_steps,mean_final_distance
mlp,500,339.0970644755391,203.22137487917465,0.0,0.2,243.6,11.28736424446106
mlp,1000,-3.2372223471701433,78.96274847954683,0.2,0.4,40.2,7.539744246006012
mlp,1500,18.914212107419953,104.49062805422162,0.4,0.6,14.8,3.4495000332593917
mlp,1500,18.914212107419953,104.49062805422162,0.4,0.6,14.8,3.4495000332593917
