model_type,training_step,mean_reward,std_reward,success_rate,collision_rate,mean_steps,mean_final_distance
kan,500,41.28564771997988,186.26390944344925,0.0,0.6,107.4,8.295447158813477
kan,1000,130.72948928213125,116.61056380515586,0.6,0.2,72.8,2.4505289524793623
kan,1500,101.87669787907598,93.80937888055651,0.8,0.2,14.2,1.4089001417160034
kan,1500,101.87669787907598,93.80937888055651,0.8,0.2,14.2,1.4089001417160034
